client,date,value
Labcorp,Nov-25,"Account : Labcorp
Project name: Cohort Builder
Month and year: Jan 2026
Key contributors: Priyanka Chawla, Vijaya Prathap
Category / GenAI: UI and Automation
Category Description: Implementing UI automation and API automation along with Manual implemention to reduce the effort for regression to execute once app is completely built
Problem statement: As its new App, we are doing the automation from scratch to cover all the flows via UI Automation and API Automation to make sure execution runs faster 
Value solution (Mention LLMs, Tools used): Using Postman,Swagger, Intellij and Git 
Impact: Easy to Execute and validate the major changes in case of code debugging
Accion team Contribution: Team is putting full effort to maximum coverage via automatiing the flows. 
Client Appreciation (if any): Received verbally in standup and Sprint Demo's."
Labcorp,Nov-25,"Account : Labcorp
Project name: Phoenix-BOE-IDP
Month and year: Jan 2026
Key contributors: Naveen Abbigeri
Category / GenAI: Re-engineering
Category Description: Implemented Spring boot reactive framework to build serveral micro service applications from Monolithic Spring application which also had Batch jobs running using Spring Integration Flow
Problem statement: Boe-Batch application had several Integration flows (Batch jobs) where each integration flow used JMS queues, channels and listerners for communication, but all the integration flows where in a single application with also  several rest api's, which made it tight coupled, hence these Integration flows had to be seprated into different microservices
Value solution (Mention LLMs, Tools used): Used Spring WebFlux to build new microservice applications which had Integration flows (Batch Jobs) alsong with Async rest api's 
Reactive
/Proactive: Proactive
Impact: Now easy to build, deploy, debug individual microservice applications without impacting other service
Accion team Contribution: 70% done by Accion team"
Labcorp,Nov-25,"Account : Labcorp
Project name: LIMS
Month and year: Dec 2026
Key contributors: Jayottam Jadhav
Category / GenAI: GenAI - SDLC - Code gen
Category Description: Zero manual coding. Complete feature development using AI first approach.

(Explain what feature, what components it involved, how we did the testing etc)
Problem statement: Utilize AI tools to build complete feature without doing any manual coding, including test coverage. (Feature developed - Problem management)
Value solution (Mention LLMs, Tools used): Spec-kit, Claude code
Reactive
/Proactive: Reactive (Was initiated by client)
Impact: Entire feature on backend side was developed by single developer in 5 Days which would take 2 developers total 15 days. Overall coding efficiency increased by 60% plus.
Accion team Contribution: Enitrely done by accion team
Client Appreciation (if any): Verbal in demo and standup"
Hivemindd,Nov-25,"Account : Hivemindd
Project name: Hivemindd
Month and year: Jul-2025
Key contributors: Konni Vidya Sagar, Kamal Verma
Category / GenAI: AI / User Experience
Category Description: AI-Powered Resume Parsing & Content Personalization
Problem statement: Manual entry of resume data is time-consuming and prone to human error, creating friction during the user onboarding process and delaying content personalization.
Value solution (Mention LLMs, Tools used): The AI Resume Parser automatically extracts and pre-fills user information from any resume format. The system then uses this data to capture user interests and provide personalized content recommendations.
Reactive
/Proactive: Proactive
Impact: Streamlines the user onboarding process, saving users significant time and effort. It also enhances user engagement by immediately providing relevant and personalized content.
Accion team Contribution: The Accion dev team took full ownership of the development and successful integration of the AI Resume Parser.
Client Appreciation (if any): Clients have appreciated how it has come up."
Hivemindd,Nov-25,"Account : Hivemindd
Project name: Hivemindd
Month and year: Jul-2025
Key contributors: Alisha, Sohan Khatri
Category / GenAI: AI / Machine Learning
Category Description: AI-Powered Skilltags & Content Personalization Engine
Problem statement: Manually profiling user interests is a burden on the user, leading to incomplete or inaccurate data that results in irrelevant content and poor engagement.
Value solution (Mention LLMs, Tools used): The Skilltags System automatically generates and assigns dynamic skill-based metadata to users, content, and interactions. This powers a highly sophisticated AI engine that provides personalized feeds and contextual matching.
Reactive
/Proactive: Proactive
Impact: Automates user interest profiling, ensuring a seamless user experience. It guarantees highly relevant content delivery, enhances user engagement, and facilitates contextual matching between users, groups, and content.
Accion team Contribution: The Accion team was responsible for the full-stack development of this advanced AI engine, which acts as a core logic for content personalization and relevance across the platform.
Client Appreciation (if any): Customers see great value in this feature and consider it one of the most advanced AI engines in the system."
Everbridge - Q2,Nov-25,"Account : Everbridge - Q2
Project name: Everbridge - Q2, Q3, Q4
Month and year: Q2 2025
Key contributors: REI
Category / GenAI: Product & Platform Enhancements
Category Description: Feature Development, Optimization & System Modernization

(Pls explain the problem solution and tools, clearly without too much product specifc jargons) 

Venu: I assume you have not looked at the details provided in the columns I, K, L). If yes, and you want the details to be enhanaced then I can do it. 
Problem statement: 
Performance
The current map implementation faces out-of-memory issues when rendering large and complex polygons, impacting system stability and user experience.

System Modernization  Monitoring
Existing monitoring setup has high recurring licensing costs, limited flexibility in dashboard customization, and misalignment with internal engineering standards.

System Modernization  Deployment
Spinnaker operates as a heavy microservices-based deployment platform.
Requires dedicated DevOps ownership.
Upgrade, scaling, and maintenance efforts are complex and time-consuming.

Operational Excellence
Need to strengthen business continuity and application availability to ensure minimal downtime during regional or infrastructure failures.
Value solution (Mention LLMs, Tools used): Performance & Optimization
Optimized polygon processing logic using GIS tools and libraries.
Improved memory handling and data filtering for large geographic datasets.
Leveraged Enterprise ChatGPT and GitHub Copilot to analyze bottlenecks and accelerate solution design.

System Modernization  Monitoring
Migrated monitoring and alerting from Datadog to Grafana to reduce licensing costs.
Enabled flexible, customizable dashboards aligned with internal engineering standards.
Used Enterprise ChatGPT and Copilot to support migration planning and validation.

System Modernization  Deployment
Migrated deployment workflows from Spinnaker to Argo CD.
Adopted a GitOps-based approach to simplify deployments and reduce operational overhead.
Used Enterprise ChatGPT and Copilot during migration for configuration analysis, pipeline conversion, and validation.

Operational Excellence  Disaster Recovery
Set up new infrastructure in an alternate region.
Implemented regular monthly failover testing to validate disaster recovery readiness.
Ensured high availability and improved system resilience.
Impact: Improved application performance and stability for large map data.

Eliminated memory-related failures during high-volume processing.

Reduced recurring monitoring and infrastructure costs.

Simplified deployment processes and reduced dependency on specialized DevOps resources.

Improved system reliability, availability, and disaster recovery confidence.

Strengthened customer trust through improved resilience and uptime.
Accion team Contribution: Released with framework upgrades, contributed to multiple feature enhancements, optimizations, monitoring migration, disaster recovery preparedness, and customer-focused fixes across releases.
Client Appreciation (if any): "
HID,Nov-25,"Account : HID
Project name: HID
Month and year: Q4
Key contributors: HID Team
Category / GenAI: Product & Platform Enhancements
Category Description: Feature Development, Optimization & System Modernization

(marked red seem trivial tasks; pls explain the QR code and WCAG fixes in detail - what was the problem, solution approach, how it helped, WCAG, how many vulnerabilities, how did we fix, how long it took)
Problem statement: Problem Statement: Kiosk Navigation System  SMS-Based PDF Delivery
Context:
The kiosk system allows users to search for navigation from Point A to Point B.
Users can optionally enter their phone number to receive the navigation directions as a PDF via SMS.

Issue:
Compliance restrictions prevent SMS-based PDF delivery.

Impact:
Potential disruption of the PDF delivery service.
Reduced convenience and user experience for kiosk users.
Value solution (Mention LLMs, Tools used): Value Solution: QR-CodeBased Navigation PDF Delivery
Objective: Replace SMS-based PDF delivery with a compliant and user-friendly alternative.
Solution Implemented:
QR-Code Delivery:
Users searching for navigation from Point A to Point B can now scan a QR code to access the navigation PDF directly on their mobile devices.

Tools & Integration:
QRCode.min.js: Generates QR codes containing navigation PDF links.
Integration: Seamlessly integrated with the existing navigation system.
Development Support: ChatGPT
Reactive
/Proactive: Proactive
Impact: Ensured compliance adherence while maintaining uninterrupted service delivery
Accion team Contribution: Designed and implemented an alternative compliant solution with minimal customer impact"
,Nov-25,
HID,Nov-25,"Account : HID
Project name: HID
Month and year: Q4
Key contributors: HID Team
Problem statement: Accessibility Gaps Affecting WCAG Compliance (Mobile Platforms  Cedars)
Issue: Accessibility gaps impacting compliance with WCAG standards on mobile platforms.
Affected Areas:
TalkBack support
Focus management
Buttons
Keyboard navigation
Select elements
Search functionality
Font readability
Value solution (Mention LLMs, Tools used): Implement WCAG compliance fixes across the application to address identified accessibility gaps.
Solution Implemented:
Accessibility Fixes:
WCAG compliance issues identified and remediated across the application.
Tools & Automation:
LLMs: OpenAI GPT / GPT  for generating code suggestions, ARIA labels, and semantic markup.
Accessibility Validation: Appium + Axe / Google Accessibility Scanner integration  for automated testing and validation.
With are able to close this activity in 1 sprint. 
Reactive
/Proactive: Proactive
Impact: Achieved accessibility compliance and improved usability for all users
Accion team Contribution: Led accessibility gap analysis, implemented fixes, and validated compliance requirements"
HID,Nov-25,"Account : HID
Project name: HID
Month and year: Q4
Key contributors: HID Team
Problem statement: VG Platform Upgrade
Context
The VG platform is currently running on version 1.7.3, which is outdated.
New business and system requirements demand enhanced functionality and modern integrations that are not supported by the existing version.

Issue
The current VG version lacks support for new features and modern integrations.
Outdated dependencies and limited framework support restrict further enhancements and scalability.

Impact
Inability to implement new functionality, limiting business growth and innovation.
Increased technical debt and higher maintenance effort.
Potential risks related to compatibility issues and long-term support.
Value solution (Mention LLMs, Tools used): Value Solution: VG Platform Upgrade to Version 1.18.5
Objective
Upgrade VG from version 1.7.3 to 1.18.5 to:
Enable support for new functionality.
Ensure platform stability and long-term maintainability.

Solution Implemented
1. Version Upgrade
Successfully upgraded VG from 1.7.3 ? 1.18.5.
Addressed deprecated components and compatibility gaps.

2. Tools & Integration
VG Framework v1.18.5: Provides support for enhanced features and performance improvements.
Integration: Seamlessly aligned with existing system workflows.
Development Support: Leveraged LLMs (ChatGPT) and AntiGravity for development assistance and troubleshooting.
Reactive
/Proactive: Proactive
Impact: Improved performance, stability, and access to latest platform capabilities
Accion team Contribution: Planned and executed upgrade, handled compatibility checks, and ensured smooth rollout"
Everbridge - Q4,Nov-25,"Account : Everbridge - Q4
Project name: Everbridge - Q4
Month and year: Q4
Key contributors: VCC
Category / GenAI: Product & Platform Enhancements
Category Description: Feature Development, Optimization & System Modernization
Developed automated test coverage for complex map-based scenarios that were previously excluded from automation due to technical limitations. The solution enabled validation of critical user workflows such as alert acknowledgment, clustered and non-clustered alerts, and dashboard interactions

(pls spilt and explain in some more details - looks interesting) fill some details in this column for all
Problem statement: Map Workflow Automation Challenges:
Canvas-based Bing Maps blocks standard automation, limiting E2E test coverage.
Key map elements (pins, overlays, dynamic markers) are inaccessible to automation.
Lack of identifiable selectors makes automation unreliable.
Value solution (Mention LLMs, Tools used): Approach:
Implemented a stable automation strategy using system-driven workflows instead of relying on direct map DOM access.
Leveraged alert feedbased automation, where selecting alerts automatically triggers map behavior through existing application logic.
Used coordinate-based canvas interactions to handle map components that are not DOM-accessible.
Validated end-to-end workflows based on application behavior and outcomes, ensuring reliable test coverage.

Tools Used:
Playwright
Playwright MCP Server
TypeScript
Reactive
/Proactive: Proactive
Impact: Enabled stable, full end-to-end automation for map scenarios with zero flakiness
Accion team Contribution: Designed and delivered an innovative automation strategy aligned with real user behavior"
RLDatix,Nov-25,"Account : RLDatix
Project name: RLDatix
Month and year: Q3
Key contributors: Santhosh Murthy
Sandeep Gupta
Category / GenAI: Patient Safety & Incident Management
Category Description: Incident investigation and contributory factor analysis within healthcare (NHS-focused)
Problem statement: Incident investigations are time-consuming, resource-intensive, and dependent on specialized reviewers. As a result, contributory factors are often missed, reinforcing a blame culture and limiting system-level learning.
Value solution (Mention LLMs, Tools used): AI-assisted contributory factor analysis using the SEIPS framework, embedded as a new SEIPS Analysis feature in DatixWeb/DCIQ, enabling structured, consistent identification of contributory factors.
Reactive
/Proactive: Proactive
Impact: Faster, more complete identification of systemic risks; improved quality and consistency of investigations; earlier interventions to prevent repeat incidents.
Accion team Contribution: Designed and implemented a lightweight AI prototype to analyze incident descriptions and auto-populate SEIPS contributory factors.
Client Appreciation (if any): The solution received excellent appreciation from the CTO, Engineering Director, and Business stakeholders, and has been approved for implementation in their system"
RLDatix,Nov-25,"Account : RLDatix
Project name: RLDatix
Month and year: Q4
Key contributors: Santhosh Murthy
Anil Kumar TR
Category / GenAI: Database Unification & Migration
Category Description: Consolidation of multiple database platforms into a unified data architecture
Migration and unification of heterogeneous database technologies
Problem statement: The system relied on two separate databases (Carlton on MySQL and Capture on MSSQL), leading to fragmented schemas, higher maintenance overhead, and inconsistent data handling across applications.
Dual-database setup increased operational cost, introduced data inconsistency risks, and complicated reporting and analytics.
Value solution (Mention LLMs, Tools used): Designed a unified database architecture by analyzing and aligning schemas across both systems, enabling consolidation onto a single MySQL-based platform.
Reactive
/Proactive: Proactive
Impact: Reduced architectural complexity, improved maintainability, and enabled a standardized data foundation across applications.
Lowered infrastructure and licensing costs; reduced data inconsistency risk; simplified database operations.
Accion team Contribution: Led schema analysis, identified fragmentation, and defined the target unified database approach.
Client Appreciation (if any): The solution was highly appreciated by the RLDatix CTO and Engineering Director and is planned for implementation as it optimizes database usage while being cost-effective."
Extreme Reach (XR),Nov-25,"Account : Extreme Reach (XR)
Project name: Extreme Reach (XR)
Month and year: Q3 
Key contributors: Sampad Rout and QA team
Category / GenAI: Test Automation Tracking
Category Description: Data Tagging and Dashboard Creation
Problem statement: The existing automation test suite was not connected to Jira tickets making their classification and tagging very hard to track. The understanding of coverage numbers for each team was mostly an estimate and never an accurate number due to lack of this tagging. 
Value solution (Mention LLMs, Tools used): Our team led by Sampad decided to handle this by manually going through each test then tagging them to the right test ticket in Jira.
Reactive
/Proactive: Proactive 
Impact: Increased visibility into automation test coverage by the management team which led to focus on specific team where coverage was lacking. A dashboard was created for live tracking. 
Accion team Contribution: Led problem idenfication, identifying solution and implementing solution independently.
Client Appreciation (if any): Client appreciated the visibility the dashboard provided."
Extreme Reach (XR),Nov-25,"Account : Extreme Reach (XR)
Project name: Extreme Reach (XR)
Month and year: Q1 2025
Key contributors: Akash Bharadwaj, Arun Yadav
Category / GenAI: Improving Application Latency
Category Description: Improving User Experience
Problem statement: The application is slow at many pages and features. This leads to bad experience not only for the user of application, but also for engineers and testers during development and testing.
Value solution (Mention LLMs, Tools used): Sytematically track and create tickets for each identified slowness in terms of API or frond end component. This will help in prioritising and solving for application latency issues.
Reactive
/Proactive: Proactive 
Impact: This will increased user satisfaction along with increased speed and delight of development and testing.
Accion team Contribution: Engineers are leading this effort to track and identify these slow parts of the application. 
Client Appreciation (if any): Still in process. 1 specific improvement in a feature was appreciated."
Dell,Nov-25,"Account : Dell
Project name: Dell
Month and year: Q1 2026
Key contributors: AkbarShaik
Zahid Warsi
Gangapalli Sreekanth
Vimalraj Jone
Shweta Saxena
Dinesh T
Category / GenAI: Test Automation
Category Description: Test Automation using AI
Problem statement: Existing test automation approaches for Dell applications rely heavily on manual effort and rigid scripts, resulting in slower release cycles, higher testing costs, and limited scalability. As application complexity grows, maintaining test coverage and quality becomes increasingly challenging, necessitating an AI-driven automation solution to improve efficiency, speed, and reliability.
Value solution (Mention LLMs, Tools used): Implementing AI-driven test automation for six Dell applications using Windsurf, LLaMA, and Playwright
Reactive
/Proactive: Proactive 
Impact: Implementing AI-driven test automation across 6 Dell applications accelerated testing cycles, improved test coverage, and significantly reduced manual effort, excelling the speed of test automation.
The solution enhanced application quality, lowered maintenance costs, and established a scalable, future-ready QA framework.
Accion team Contribution: The team analyzed and identified all required test cases, set up the MCP Server, and began generating automated test scripts using Windsurf, LLaMA, and Playwright."
BLDR,Nov-25,"Account : BLDR
Project name: BLDR
Month and year: Q1 2026
Key contributors: Buduru Narasimha
Bharath V
Category / GenAI: AI Test Automation
Category Description: Data Evaluation and pixel based comparison of system generated images
Problem statement: Need to evaluate the quality of digitizated data of the construction blueprints by comparing the ground truth source document with the system generated blueprint document.
Value solution (Mention LLMs, Tools used): Implemented JSON and Pixel based comparison of the data used in plotting the blueprint and images generated. We have used python scripts, windsurf and playwright platform to execute this automation successfully.
Reactive
/Proactive: Proactive 
Impact: This implementation has brought down the manual QA evaluation time and has helped developers focus on the model improvements at an early stage
Accion team Contribution: Team had identified the problem and have come up with this implementation. This automation had contributed to more than 70% coverage for this usecase.
Client Appreciation (if any): Client is very much interested and are in line for implementing this automation flow anywhere in their pipeline of various integration applications."
DEF,Nov-25,"Account : DEF
Project name: DEF- MyAppConnect
Month and year: Q4 2025
Key contributors: Divya, Sankalp and QA COE team
Category / GenAI: GenAI-enabled Test Automation Framework
Category Description: A scalable QA automation framework built with TypeScript and Playwright that leverages Generative AI for intelligent test management and optimization.
Problem statement: Traditional test automation frameworks suffer from:
High manual intervention and maintenance overhead
Limited reusability across programs and regions
Reactive defect detection late in the lifecycle
Lack of actionable insights from test executions
Inconsistent accessibility compliance validation
These challenges impact delivery timelines, cost efficiency, and scalability across utility providers.
Value solution (Mention LLMs, Tools used): ""Solution Overview:
TypeScript + Playwright (MCP) for fast, reliable cross-browser automation
Unified POM architecture enabling high reusability and low maintenance
GenAI-powered test management using LLMs for:
Test case generation and optimization
Failure analysis and intelligent RCA suggestions
AI-generated execution insights and trends
CI/CD pipeline integration (Azure DevOps/GitHub Actions) with AI-driven reporting
LLMs & Tools:
Large Language Models (LLMs) for test intelligence and analytics
Playwright MCP
CI/CD tools (Azure DevOps / GitHub)
Accessibility testing utilities""
Reactive
/Proactive: Proactive
Impact: 
Reduced manual testing effort and execution time
Improved automation coverage and defect detection efficiency
Faster, more predictable releases across utility providers
Enhanced compliance and customer experience
Scalable framework reusable across multiple states and programs
Accion team Contribution: Accion led the overall automation framework design and end-to-end implementation, ensuring scalability and standardization.
The team contributed by aligning test assets, adopting the framework, and supporting effective execution and maintenance."
Confluence,Nov-25,"Account : Confluence
Project name: REX
Month and year: Q4 2025
Key contributors: Pavan & Dinesh
Category / GenAI: Performance and Cost Optimization
Category Description: Cost Optimization and Performance improvement
Problem statement: Rex faced high API usage costs with Azure DocIntel, leading to excessive monthly expenses exceeding sustainable levels.
Value solution (Mention LLMs, Tools used): Implemented a caching layer to store frequently accessed document intelligence results, reducing redundant API calls
Reactive
/Proactive: Reactive
Impact: Achieved >$10,000/month cost savings while maintaining performance, demonstrating scalable cost optimization for AI document processing workloads
Accion team Contribution: Identified excessive API calls as the root inefficiency in document processing workflows.
Designed and deployed the caching mechanism to reuse results for repeated queries.
Monitored and validated post-implementation savings, ensuring sustained impact."
Confluence,Nov-25,"Account : Confluence
Project name: Confluence
Month and year: Q3 2025
Key contributors: Nikunj 
Category / GenAI: Data Quality & Validation Tools
Category Description: data management and analytics, specifically precision comparison and discrepancy detectionaddressing data integrity challenges in testing/QA workflows
Problem statement: Existing dataset comparison processes lacked precision control and generated incomplete discrepancy reports, leading to undetected data inconsistencies and QA defects during validation.
Value solution (Mention LLMs, Tools used): Nikunj developed a new application enabling comparisons at any decimal precision level with comprehensive discrepancy reporting capabilities.
Reactive
/Proactive: Reactive
Impact: Achieved zero QA defects through precise detection and documentation of all data variances, eliminating manual reconciliation errors and ensuring data integrity.
Accion team Contribution: Eliminated manual comparison errors, accelerated data validation processes, and achieved perfect QA qualitystreamlining operations without rework.
Client Appreciation (if any): I am Nikunj's team lead, and I wanted to take a moment to share my appreciation for Nik's excellent work. Recently, Nik built a new application for our product suite, and I'm thrilled to report that QA found no bugs with the application. This is a testament to Nik's diligence and attention to detail. Nik did a fantastic job working independently and produced high-quality work. It's clear that Nik is a professional who takes pride in their craft, and I wanted to make sure you are aware of their recent contributions to the team."
,Nov-25,
